,drugbank_id,name,smiles,inchi,groups,drug_type,atc_codes
DB12301,DB12301,Doravirine,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,"InChI=1S/C17H11ClF3N5O3/c1-25-13(23-24-16(25)28)8-26-3-2-12(17(19,20)21)14(15(26)27)29-11-5-9(7-22)4-10(18)6-11/h2-6H,8H2,1H3,(H,24,28)","['approved', 'investigational']",small molecule,"['J05AR24', 'J05AG06']"
DB00191,DB00191,Phentermine,CC(C)(N)CC1=CC=CC=C1,"InChI=1S/C10H15N/c1-10(2,11)8-9-6-4-3-5-7-9/h3-7H,8,11H2,1-2H3","['approved', 'illicit', 'investigational']",small molecule,"['A08AA01', 'A08AA51']"
DB00573,DB00573,Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,"InChI=1S/C15H14O3/c1-11(15(16)17)12-6-5-9-14(10-12)18-13-7-3-2-4-8-13/h2-11H,1H3,(H,16,17)",['approved'],small molecule,['M01AE04']
DB06706,DB06706,Isometheptene,CNC(C)CCC=C(C)C,"InChI=1S/C9H19N/c1-8(2)6-5-7-9(3)10-4/h6,9-10H,5,7H2,1-4H3",['approved'],small molecule,['A03AX10']
DB00546,DB00546,Adinazolam,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,"InChI=1S/C19H18ClN5/c1-24(2)12-18-23-22-17-11-21-19(13-6-4-3-5-7-13)15-10-14(20)8-9-16(15)25(17)18/h3-10H,11-12H2,1-2H3",['experimental'],small molecule,['N05BA07']
DB06729,DB06729,Sulfaphenazole,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,"InChI=1S/C15H14N4O2S/c16-12-6-8-14(9-7-12)22(20,21)18-15-10-11-17-19(15)13-4-2-1-3-5-13/h1-11,18H,16H2",['approved'],small molecule,"['S01AB05', 'J01ED08', 'G01AE10']"
DB06795,DB06795,Mafenide,NCC1=CC=C(C=C1)S(N)(=O)=O,"InChI=1S/C7H10N2O2S/c8-5-6-1-3-7(4-2-6)12(9,10)11/h1-4H,5,8H2,(H2,9,10,11)","['approved', 'vet_approved', 'withdrawn']",small molecule,"['G01AE10', 'D06BA03']"
DB00480,DB00480,Lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)","['approved', 'investigational']",small molecule,['L04AX04']
DB09292,DB09292,Sacubitril,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O,"InChI=1S/C24H29NO5/c1-3-30-24(29)17(2)15-21(25-22(26)13-14-23(27)28)16-18-9-11-20(12-10-18)19-7-5-4-6-8-19/h4-12,17,21H,3,13-16H2,1-2H3,(H,25,26)(H,27,28)/t17-,21+/m1/s1","['approved', 'investigational']",small molecule,['C09DX04']
DB13322,DB13322,Hydrotalcite,O.O.O.O.O.O.O.O.O.O.O.O.[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[O-]C([O-])=O,"InChI=1S/CH2O3.2Al.6Mg.12H2O.9O/c2-1(3)4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/h(H2,2,3,4);;;;;;;;;12*1H2;;;;;;;;;/q;2*+3;6*+2;;;;;;;;;;;;;9*-2/p-2","['approved', 'investigational', 'withdrawn']",small molecule,['A02AD04']
DB00297,DB00297,Bupivacaine,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,"InChI=1S/C18H28N2O/c1-4-5-12-20-13-7-6-11-16(20)18(21)19-17-14(2)9-8-10-15(17)3/h8-10,16H,4-7,11-13H2,1-3H3,(H,19,21)","['approved', 'investigational']",small molecule,"['N01BB01', 'N01BB59', 'N01BB51']"
DB06695,DB06695,Dabigatran etexilate,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,"InChI=1S/C34H41N7O5/c1-4-6-7-10-21-46-34(44)39-32(35)24-12-15-26(16-13-24)37-23-30-38-27-22-25(14-17-28(27)40(30)3)33(43)41(20-18-31(42)45-5-2)29-11-8-9-19-36-29/h8-9,11-17,19,22,37H,4-7,10,18,20-21,23H2,1-3H3,(H2,35,39,44)","['approved', 'investigational']",small molecule,['B01AE07']
DB01553,DB01553,Cloxazolam,ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,"InChI=1S/C17H14Cl2N2O2/c18-11-5-6-15-13(9-11)17(12-3-1-2-4-14(12)19)21(7-8-23-17)10-16(22)20-15/h1-6,9H,7-8,10H2,(H,20,22)",['experimental'],small molecule,['N05BA22']
DB13800,DB13800,Calcium levulinate,[Ca++].CC(=O)CCC([O-])=O.CC(=O)CCC([O-])=O,"InChI=1S/2C5H8O3.Ca/c2*1-4(6)2-3-5(7)8;/h2*2-3H2,1H3,(H,7,8);/q;;+2/p-2",['approved'],small molecule,['A12AA30']
DB09149,DB09149,Florbetapir F-18,[H]N(C1=C([H])C([H])=C(\C([H])=C(/[H])C2=C([H])N=C(OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[18F])C([H])=C2[H])C([H])=C1[H])C([H])([H])[H],"InChI=1S/C20H25FN2O3/c1-22-19-7-4-17(5-8-19)2-3-18-6-9-20(23-16-18)26-15-14-25-13-12-24-11-10-21/h2-9,16,22H,10-15H2,1H3/b3-2+/i21-1","['approved', 'investigational']",small molecule,['V09AX05']
DB01032,DB01032,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,"InChI=1S/C13H19NO4S/c1-3-9-14(10-4-2)19(17,18)12-7-5-11(6-8-12)13(15)16/h5-8H,3-4,9-10H2,1-2H3,(H,15,16)","['approved', 'investigational']",small molecule,"['M04AB01', 'G01AE10', 'M04AC51']"
DB13667,DB13667,Cefozopran,[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O,"InChI=1S/C19H17N9O5S2/c1-33-24-11(14-23-19(20)35-25-14)15(29)22-12-16(30)28-13(18(31)32)9(8-34-17(12)28)7-26-5-6-27-10(26)3-2-4-21-27/h2-6,12,17H,7-8H2,1H3,(H3-,20,22,23,25,29,31,32)/b24-11-/t12-,17-/m1/s1",['experimental'],small molecule,['J01DE03']
DB00181,DB00181,Baclofen,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,"InChI=1S/C10H12ClNO2/c11-9-3-1-7(2-4-9)8(6-12)5-10(13)14/h1-4,8H,5-6,12H2,(H,13,14)","['approved', 'investigational']",small molecule,['M03BX01']
DB06176,DB06176,Romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20+/m1/s1","['approved', 'investigational']",small molecule,['L01XH02']
DB13269,DB13269,Dichlorobenzyl alcohol,OCC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C7H6Cl2O/c8-6-2-1-5(4-10)7(9)3-6/h1-3,10H,4H2",['approved'],small molecule,['R02AA03']
DB16098,DB16098,Atogepant,C[C@@H]1[C@@H](C[C@H](NC(=O)C2=CN=C3C[C@]4(CC3=C2)C(=O)NC2=C4C=CC=N2)C(=O)N1CC(F)(F)F)C1=C(F)C(F)=CC=C1F,"InChI=1S/C29H23F6N5O3/c1-13-16(22-18(30)4-5-19(31)23(22)32)8-20(26(42)40(13)12-29(33,34)35)38-25(41)15-7-14-9-28(10-21(14)37-11-15)17-3-2-6-36-24(17)39-27(28)43/h2-7,11,13,16,20H,8-10,12H2,1H3,(H,38,41)(H,36,39,43)/t13-,16-,20+,28+/m1/s1","['approved', 'investigational']",small molecule,['N02CD07']
DB05016,DB05016,Ataluren,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,"InChI=1S/C15H9FN2O3/c16-12-7-2-1-6-11(12)14-17-13(18-21-14)9-4-3-5-10(8-9)15(19)20/h1-8H,(H,19,20)","['approved', 'withdrawn']",small molecule,['M09AX03']
DB00686,DB00686,Pentosan polysulfate,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,"InChI=1S/C10H18O21S4/c11-3-1-26-10(8(31-35(22,23)24)5(3)28-32(13,14)15)27-4-2-25-9(12)7(30-34(19,20)21)6(4)29-33(16,17)18/h3-12H,1-2H2,(H,13,14,15)(H,16,17,18)(H,19,20,21)(H,22,23,24)/t3-,4-,5+,6+,7-,8-,9-,10+/m1/s1","['approved', 'investigational']",small molecule,"['C05BA51', 'C05BA04', 'G04BX15']"
DB13627,DB13627,Oxolinic acid,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,"InChI=1S/C13H11NO5/c1-2-14-5-8(13(16)17)12(15)7-3-10-11(4-9(7)14)19-6-18-10/h3-5H,2,6H2,1H3,(H,16,17)",['investigational'],small molecule,['J01MB05']
DB00582,DB00582,Voriconazole,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,"InChI=1S/C16H14F3N5O/c1-10(15-14(19)5-20-7-22-15)16(25,6-24-9-21-8-23-24)12-3-2-11(17)4-13(12)18/h2-5,7-10,25H,6H2,1H3/t10-,16+/m0/s1","['approved', 'investigational']",small molecule,['J02AC03']
DB01078,DB01078,Deslanoside,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1,"InChI=1S/C47H74O19/c1-20-41(64-36-16-30(50)42(21(2)60-36)65-37-17-31(51)43(22(3)61-37)66-44-40(56)39(55)38(54)32(18-48)63-44)29(49)15-35(59-20)62-25-8-10-45(4)24(13-25)6-7-27-28(45)14-33(52)46(5)26(9-11-47(27,46)57)23-12-34(53)58-19-23/h12,20-22,24-33,35-44,48-52,54-57H,6-11,13-19H2,1-5H3/t20-,21-,22-,24-,25+,26-,27-,28+,29+,30+,31+,32-,33-,35+,36+,37+,38-,39+,40-,41-,42-,43-,44+,45+,46+,47+/m1/s1",['approved'],small molecule,['C01AA07']
DB13642,DB13642,Pridinol,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C20H25NO/c22-20(18-10-4-1-5-11-18,19-12-6-2-7-13-19)14-17-21-15-8-3-9-16-21/h1-2,4-7,10-13,22H,3,8-9,14-17H2",['investigational'],small molecule,"['M03BX03', 'M03BX53']"
DB09055,DB09055,Acipimox,CC1=[N+]([O-])C=C(N=C1)C(O)=O,"InChI=1S/C6H6N2O3/c1-4-2-7-5(6(9)10)3-8(4)11/h2-3H,1H3,(H,9,10)","['approved', 'investigational']",small molecule,['C10AD06']
DB11793,DB11793,Niraparib,NC(=O)C1=CC=CC2=CN(N=C12)C1=CC=C(C=C1)[C@@H]1CCCNC1,"InChI=1S/C19H20N4O/c20-19(24)17-5-1-3-15-12-23(22-18(15)17)16-8-6-13(7-9-16)14-4-2-10-21-11-14/h1,3,5-9,12,14,21H,2,4,10-11H2,(H2,20,24)/t14-/m1/s1","['approved', 'investigational']",small molecule,"['L01XK02', 'L01XK52']"
DB11633,DB11633,Isavuconazole,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,"InChI=1S/C22H17F2N5OS/c1-14(21-28-20(10-31-21)16-4-2-15(9-25)3-5-16)22(30,11-29-13-26-12-27-29)18-8-17(23)6-7-19(18)24/h2-8,10,12-14,30H,11H2,1H3/t14-,22+/m0/s1","['approved', 'investigational']",small molecule,['J02AC05']
DB00709,DB00709,Lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1","['approved', 'investigational']",small molecule,"['J05AR27', 'J05AR02', 'J05AR25', 'J05AR11', 'J05AR07', 'J05AR01', 'J05AR13', 'J05AR28', 'J05AR24', 'J05AR12', 'J05AR04', 'J05AR16', 'J05AR05', 'J05AF05']"
DB11366,DB11366,Roquinimex,CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1,"InChI=1S/C18H16N2O3/c1-19(12-8-4-3-5-9-12)17(22)15-16(21)13-10-6-7-11-14(13)20(2)18(15)23/h3-11,21H,1-2H3",['experimental'],small molecule,['L03AX02']
DB01413,DB01413,Cefepime,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,"InChI=1S/C19H24N6O5S2/c1-25(5-3-4-6-25)7-10-8-31-17-13(16(27)24(17)14(10)18(28)29)22-15(26)12(23-30-2)11-9-32-19(20)21-11/h9,13,17H,3-8H2,1-2H3,(H3-,20,21,22,26,28,29)/b23-12-/t13-,17-/m1/s1","['approved', 'investigational']",small molecule,"['J01DE01', 'J01RA06']"
DB09000,DB09000,Cyamemazine,CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C#N,"InChI=1S/C19H21N3S/c1-14(12-21(2)3)13-22-16-6-4-5-7-18(16)23-19-9-8-15(11-20)10-17(19)22/h4-10,14H,12-13H2,1-3H3",['experimental'],small molecule,['N05AA06']
DB01120,DB01120,Gliclazide,[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)/t12-,13+","['approved', 'investigational']",small molecule,"['A10BB09', 'G01AE10']"
DB01086,DB01086,Benzocaine,CCOC(=O)C1=CC=C(N)C=C1,"InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3","['approved', 'investigational']",small molecule,"['C05AD03', 'R02AD01', 'D04AB04', 'N01BA05']"
DB01005,DB01005,Hydroxyurea,NC(=O)NO,"InChI=1S/CH4N2O2/c2-1(4)3-5/h5H,(H3,2,3,4)","['approved', 'investigational']",small molecule,['L01XX05']
DB14033,DB14033,Acetyl sulfisoxazole,CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C13H15N3O4S/c1-8-9(2)15-20-13(8)16(10(3)17)21(18,19)12-6-4-11(14)5-7-12/h4-7H,14H2,1-3H3","['approved', 'vet_approved']",small molecule,['G01AE10']
DB00791,DB00791,Uracil mustard,ClCCN(CCCl)C1=CNC(=O)NC1=O,"InChI=1S/C8H11Cl2N3O2/c9-1-3-13(4-2-10)6-5-11-8(15)12-7(6)14/h5H,1-4H2,(H2,11,12,14,15)",['approved'],small molecule,['L01AD08']
DB00653,DB00653,Magnesium sulfate,[Mg++].[O-]S([O-])(=O)=O,"InChI=1S/Mg.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2","['approved', 'investigational', 'vet_approved']",small molecule,"['A06AD04', 'V04CC02', 'D11AX05', 'B05XA05', 'A12CC02']"
DB09206,DB09206,Trimazosin,COC1=CC2=C(N=C(N=C2N)N2CCN(CC2)C(=O)OCC(C)(C)O)C(OC)=C1OC,"InChI=1S/C20H29N5O6/c1-20(2,27)11-31-19(26)25-8-6-24(7-9-25)18-22-14-12(17(21)23-18)10-13(28-3)15(29-4)16(14)30-5/h10,27H,6-9,11H2,1-5H3,(H2,21,22,23)",['experimental'],small molecule,['C02CA03']
DB06201,DB06201,Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,"InChI=1S/C10H8F2N4O/c11-7-2-1-3-8(12)6(7)4-16-5-9(10(13)17)14-15-16/h1-3,5H,4H2,(H2,13,17)",['approved'],small molecule,['N03AF03']
DB00680,DB00680,Moricizine,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,"InChI=1S/C22H25N3O4S/c1-2-29-22(27)23-16-7-8-20-18(15-16)25(17-5-3-4-6-19(17)30-20)21(26)9-10-24-11-13-28-14-12-24/h3-8,15H,2,9-14H2,1H3,(H,23,27)","['approved', 'withdrawn']",small molecule,['C01BG01']
DB00385,DB00385,Valrubicin,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,"InChI=1S/C34H36F3NO13/c1-4-5-9-21(40)49-13-20(39)33(47)11-16-24(19(12-33)51-22-10-17(27(41)14(2)50-22)38-32(46)34(35,36)37)31(45)26-25(29(16)43)28(42)15-7-6-8-18(48-3)23(15)30(26)44/h6-8,14,17,19,22,27,41,43,45,47H,4-5,9-13H2,1-3H3,(H,38,46)/t14-,17-,19-,22-,27+,33-/m0/s1",['approved'],small molecule,['L01DB09']
DB00176,DB00176,Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,"InChI=1S/C15H21F3N2O2/c1-21-10-3-2-4-14(20-22-11-9-19)12-5-7-13(8-6-12)15(16,17)18/h5-8H,2-4,9-11,19H2,1H3/b20-14+","['approved', 'investigational']",small molecule,['N06AB08']
DB11757,DB11757,Istradefylline,[H]\C(=C(\[H])C1=CC(OC)=C(OC)C=C1)C1=NC2=C(N1C)C(=O)N(CC)C(=O)N2CC,"InChI=1S/C20H24N4O4/c1-6-23-18-17(19(25)24(7-2)20(23)26)22(3)16(21-18)11-9-13-8-10-14(27-4)15(12-13)28-5/h8-12H,6-7H2,1-5H3/b11-9+","['approved', 'investigational']",small molecule,['N04CX01']
DB11999,DB11999,Vosaroxin,CN[C@H]1CN(C[C@@H]1OC)C1=CC=C2C(=O)C(=CN(C3=NC=CS3)C2=N1)C(O)=O,"InChI=1S/C18H19N5O4S/c1-19-12-8-22(9-13(12)27-2)14-4-3-10-15(24)11(17(25)26)7-23(16(10)21-14)18-20-5-6-28-18/h3-7,12-13,19H,8-9H2,1-2H3,(H,25,26)/t12-,13-/m0/s1",['investigational'],small molecule,['L01XX53']
DB01135,DB01135,Doxacurium,COC1=CC(CC2C3=C(OC)C(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C(OC)=C3C2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC,"InChI=1S/C56H78N2O16/c1-57(23-19-37-33-45(65-7)53(69-11)55(71-13)49(37)39(57)27-35-29-41(61-3)51(67-9)42(30-35)62-4)21-15-25-73-47(59)17-18-48(60)74-26-16-22-58(2)24-20-38-34-46(66-8)54(70-12)56(72-14)50(38)40(58)28-36-31-43(63-5)52(68-10)44(32-36)64-6/h29-34,39-40H,15-28H2,1-14H3/q+2","['approved', 'withdrawn']",small molecule,['M03AC07']
DB01320,DB01320,Fosphenytoin,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C16H15N2O6P/c19-14-16(12-7-3-1-4-8-12,13-9-5-2-6-10-13)17-15(20)18(14)11-24-25(21,22)23/h1-10H,11H2,(H,17,20)(H2,21,22,23)",['approved'],small molecule,['N03AB05']
DB11978,DB11978,Glasdegib,CN1CC[C@H](C[C@@H]1C1=NC2=CC=CC=C2N1)NC(=O)NC1=CC=C(C=C1)C#N,"InChI=1S/C21H22N6O/c1-27-11-10-16(24-21(28)23-15-8-6-14(13-22)7-9-15)12-19(27)20-25-17-4-2-3-5-18(17)26-20/h2-9,16,19H,10-12H2,1H3,(H,25,26)(H2,23,24,28)/t16-,19-/m1/s1","['approved', 'investigational']",small molecule,['L01XJ03']
DB13099,DB13099,Valnoctamide,CCC(C)C(CC)C(N)=O,"InChI=1S/C8H17NO/c1-4-6(3)7(5-2)8(9)10/h6-7H,4-5H2,1-3H3,(H2,9,10)",['investigational'],small molecule,['N05CM13']
DB13223,DB13223,Fluocortin,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)C(O)=O,"InChI=1S/C22H27FO5/c1-10-6-13-12-8-15(23)14-7-11(24)4-5-21(14,2)18(12)16(25)9-22(13,3)17(10)19(26)20(27)28/h4-5,7,10,12-13,15-18,25H,6,8-9H2,1-3H3,(H,27,28)/t10-,12+,13+,15+,16+,17-,18-,21+,22+/m1/s1",['experimental'],small molecule,['D07AB04']
DB13873,DB13873,Fenofibric acid,CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,"InChI=1S/C17H15ClO4/c1-17(2,16(20)21)22-14-9-5-12(6-10-14)15(19)11-3-7-13(18)8-4-11/h3-10H,1-2H3,(H,20,21)","['approved', 'investigational']",small molecule,['C10AB11']
DB00580,DB00580,Valdecoxib,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,"InChI=1S/C16H14N2O3S/c1-11-15(12-7-9-14(10-8-12)22(17,19)20)16(18-21-11)13-5-3-2-4-6-13/h2-10H,1H3,(H2,17,19,20)","['approved', 'withdrawn']",small molecule,"['M01AH03', 'G01AE10']"
DB12081,DB12081,Anecortave,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC=C1[C@@]2([H])CCC2=CC(=O)CC[C@]12C,"InChI=1S/C21H28O4/c1-19-8-5-14(23)11-13(19)3-4-15-16(19)6-9-20(2)17(15)7-10-21(20,25)18(24)12-22/h6,11,15,17,22,25H,3-5,7-10,12H2,1-2H3/t15-,17+,19+,20+,21+/m1/s1",['experimental'],small molecule,['S01LA02']
DB00763,DB00763,Methimazole,CN1C=CNC1=S,"InChI=1S/C4H6N2S/c1-6-3-2-5-4(6)7/h2-3H,1H3,(H,5,7)","['approved', 'investigational']",small molecule,"['H03BB52', 'H03BB02']"
DB06683,DB06683,Clevudine,CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)C(=O)NC1=O,"InChI=1S/C10H13FN2O5/c1-4-2-13(10(17)12-8(4)16)9-6(11)7(15)5(3-14)18-9/h2,5-7,9,14-15H,3H2,1H3,(H,12,16,17)/t5-,6+,7-,9-/m0/s1",['investigational'],small molecule,['J05AF12']
