,drugbank_id,name,smiles,inchi,groups,drug_type,atc_codes
DB00242,DB00242,Cladribine,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,"InChI=1S/C10H12ClN5O3/c11-10-14-8(12)7-9(15-10)16(3-13-7)6-1-4(18)5(2-17)19-6/h3-6,17-18H,1-2H2,(H2,12,14,15)/t4-,5+,6+/m0/s1","['approved', 'investigational']",small molecule,"['L04AA40', 'L01BB04']"
DB09570,DB09570,Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,"InChI=1S/C14H19BCl2N2O4/c1-8(2)5-12(15(22)23)19-13(20)7-18-14(21)10-6-9(16)3-4-11(10)17/h3-4,6,8,12,22-23H,5,7H2,1-2H3,(H,18,21)(H,19,20)/t12-/m0/s1","['approved', 'investigational']",small molecule,['L01XG03']
DB11901,DB11901,Apalutamide,CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CC(=C(N=C1)C#N)C(F)(F)F,"InChI=1S/C21H15F4N5O2S/c1-27-17(31)13-4-3-11(8-15(13)22)30-19(33)29(18(32)20(30)5-2-6-20)12-7-14(21(23,24)25)16(9-26)28-10-12/h3-4,7-8,10H,2,5-6H2,1H3,(H,27,31)","['approved', 'investigational']",small molecule,['L02BB05']
DB00675,DB00675,Tamoxifen,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,"InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3/b26-25-","['approved', 'investigational']",small molecule,['L02BA01']
DB01407,DB01407,Clenbuterol,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,"InChI=1S/C12H18Cl2N2O/c1-12(2,3)16-6-10(17)7-4-8(13)11(15)9(14)5-7/h4-5,10,16-17H,6,15H2,1-3H3","['approved', 'investigational', 'vet_approved']",small molecule,"['R03CC13', 'R03AC14', 'R03CC63']"
DB00453,DB00453,Clomocycline,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(=O)NCO)=C(O)[C@H]2N(C)C)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O,"InChI=1S/C23H25ClN2O9/c1-22(34)8-6-9-16(26(2)3)18(30)14(21(33)25-7-27)20(32)23(9,35)19(31)12(8)17(29)13-11(28)5-4-10(24)15(13)22/h4-5,8-9,16,27-28,30-31,34-35H,6-7H2,1-3H3,(H,25,33)/t8-,9-,16-,22-,23-/m0/s1",['experimental'],small molecule,['J01AA11']
DB11181,DB11181,Homatropine,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C,"InChI=1S/C16H21NO3/c1-17-12-7-8-13(17)10-14(9-12)20-16(19)15(18)11-5-3-2-4-6-11/h2-6,12-15,18H,7-10H2,1H3/t12-,13+,14+,15?",['approved'],small molecule,['S01FA05']
DB00227,DB00227,Lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1","['approved', 'investigational']",small molecule,"['C10AA02', 'C10BA01']"
DB01162,DB01162,Terazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,"InChI=1S/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)","['approved', 'investigational']",small molecule,['G04CA03']
DB13693,DB13693,Sulbenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@@H](C1=CC=CC=C1)S(O)(=O)=O)C(O)=O,"InChI=1S/C16H18N2O7S2/c1-16(2)11(15(21)22)18-13(20)9(14(18)26-16)17-12(19)10(27(23,24)25)8-6-4-3-5-7-8/h3-7,9-11,14H,1-2H3,(H,17,19)(H,21,22)(H,23,24,25)/t9-,10-,11+,14-/m1/s1",['investigational'],small molecule,['J01CA16']
DB06200,DB06200,Tedisamil,C(C1CC1)N1CC2CN(CC3CC3)CC(C1)C21CCCC1,"InChI=1S/C19H32N2/c1-2-8-19(7-1)17-11-20(9-15-3-4-15)12-18(19)14-21(13-17)10-16-5-6-16/h15-18H,1-14H2",['experimental'],small molecule,['C01BD06']
DB01251,DB01251,Gliquidone,COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O,"InChI=1S/C27H33N3O6S/c1-27(2)23-14-11-20(36-3)17-22(23)24(31)30(25(27)32)16-15-18-9-12-21(13-10-18)37(34,35)29-26(33)28-19-7-5-4-6-8-19/h9-14,17,19H,4-8,15-16H2,1-3H3,(H2,28,29,33)",['approved'],small molecule,['A10BB08']
DB13422,DB13422,Nicofuranose,[H][C@]1(COC(=O)C2=CN=CC=C2)O[C@](O)(COC(=O)C2=CN=CC=C2)[C@@]([H])(OC(=O)C2=CN=CC=C2)[C@]1([H])OC(=O)C1=CN=CC=C1,"InChI=1S/C30H24N4O10/c35-26(19-5-1-9-31-13-19)40-17-23-24(42-28(37)21-7-3-11-33-15-21)25(43-29(38)22-8-4-12-34-16-22)30(39,44-23)18-41-27(36)20-6-2-10-32-14-20/h1-16,23-25,39H,17-18H2/t23-,24-,25+,30-/m1/s1",['experimental'],small molecule,['C10AD03']
DB00884,DB00884,Risedronic acid,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,"InChI=1S/C7H11NO7P2/c9-7(16(10,11)12,17(13,14)15)4-6-2-1-3-8-5-6/h1-3,5,9H,4H2,(H2,10,11,12)(H2,13,14,15)","['approved', 'investigational']",small molecule,"['M05BB07', 'M05BB02', 'M05BB04', 'M05BA07']"
DB01100,DB01100,Pimozide,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,"InChI=1S/C28H29F2N3O/c29-22-11-7-20(8-12-22)25(21-9-13-23(30)14-10-21)4-3-17-32-18-15-24(16-19-32)33-27-6-2-1-5-26(27)31-28(33)34/h1-2,5-14,24-25H,3-4,15-19H2,(H,31,34)","['approved', 'investigational']",small molecule,['N05AG02']
DB01098,DB01098,Rosuvastatin,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17-/m1/s1","['approved', 'investigational']",small molecule,"['C10BX10', 'C10BX05', 'C10BX07', 'C10AA07', 'A10BH52', 'G01AE10', 'C10BX13', 'C10BX09', 'C10BA09', 'C10BX20', 'C10BX21', 'C10BX16', 'C10BX17', 'C10BX14', 'C10BX22', 'C10BA06']"
DB01158,DB01158,Bretylium,CC[N+](C)(C)CC1=CC=CC=C1Br,"InChI=1S/C11H17BrN/c1-4-13(2,3)9-10-7-5-6-8-11(10)12/h5-8H,4,9H2,1-3H3/q+1",['approved'],small molecule,['C01BD02']
DB15011,DB15011,Avacopan,CC1=CC=C(NC(=O)[C@H]2CCCN([C@H]2C2=CC=C(NC3CCCC3)C=C2)C(=O)C2=C(F)C=CC=C2C)C=C1C(F)(F)F,"InChI=1S/C33H35F4N3O2/c1-20-12-15-25(19-27(20)33(35,36)37)39-31(41)26-10-6-18-40(32(42)29-21(2)7-5-11-28(29)34)30(26)22-13-16-24(17-14-22)38-23-8-3-4-9-23/h5,7,11-17,19,23,26,30,38H,3-4,6,8-10,18H2,1-2H3,(H,39,41)/t26-,30-/m0/s1","['approved', 'investigational']",small molecule,['L04AJ05']
DB13437,DB13437,Medazepam,CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,"InChI=1S/C16H15ClN2/c1-19-10-9-18-16(12-5-3-2-4-6-12)14-11-13(17)7-8-15(14)19/h2-8,11H,9-10H2,1H3",['investigational'],small molecule,['N05BA03']
DB01099,DB01099,Flucytosine,NC1=C(F)C=NC(=O)N1,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)","['approved', 'investigational']",small molecule,"['J02AX01', 'D01AE21']"
DB00572,DB00572,Atropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?","['approved', 'investigational', 'vet_approved']",small molecule,"['S01FA01', 'A03CB03', 'V03AB54', 'A03BA01']"
DB00805,DB00805,Minaprine,CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1,"InChI=1S/C17H22N4O/c1-14-13-16(15-5-3-2-4-6-15)19-20-17(14)18-7-8-21-9-11-22-12-10-21/h2-6,13H,7-12H2,1H3,(H,18,20)",['approved'],small molecule,['N06AX07']
DB12340,DB12340,Navitoclax,[H][C@@](CCN1CCOCC1)(CSC1=CC=CC=C1)NC1=C(C=C(C=C1)S(=O)(=O)NC(=O)C1=CC=C(C=C1)N1CCN(CC2=C(CCC(C)(C)C2)C2=CC=C(Cl)C=C2)CC1)S(=O)(=O)C(F)(F)F,"InChI=1S/C47H55ClF3N5O6S3/c1-46(2)20-18-42(34-8-12-37(48)13-9-34)36(31-46)32-55-22-24-56(25-23-55)39-14-10-35(11-15-39)45(57)53-65(60,61)41-16-17-43(44(30-41)64(58,59)47(49,50)51)52-38(19-21-54-26-28-62-29-27-54)33-63-40-6-4-3-5-7-40/h3-17,30,38,52H,18-29,31-33H2,1-2H3,(H,53,57)/t38-/m1/s1",['investigational'],small molecule,['L01XX78']
DB09224,DB09224,Melperone,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,"InChI=1S/C16H22FNO/c1-13-8-11-18(12-9-13)10-2-3-16(19)14-4-6-15(17)7-5-14/h4-7,13H,2-3,8-12H2,1H3",['investigational'],small molecule,['N05AD03']
DB13156,DB13156,Inosine pranobex,C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,"InChI=1S/C10H12N4O5.3C9H9NO3.3C5H13NO/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18;3*1-6(11)10-8-4-2-7(3-5-8)9(12)13;3*1-5(7)4-6(2)3/h2-4,6-7,10,15-17H,1H2,(H,11,12,18);3*2-5H,1H3,(H,10,11)(H,12,13);3*5,7H,4H2,1-3H3/t4-,6-,7-,10-;;;;3*5-/m1...111/s1",['approved'],small molecule,['J05AX05']
DB06595,DB06595,Midostaurin,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,"InChI=1S/C35H30N4O4/c1-35-32(42-3)25(37(2)34(41)19-11-5-4-6-12-19)17-26(43-35)38-23-15-9-7-13-20(23)28-29-22(18-36-33(29)40)27-21-14-8-10-16-24(21)39(35)31(27)30(28)38/h4-16,25-26,32H,17-18H2,1-3H3,(H,36,40)/t25-,26-,32-,35+/m1/s1","['approved', 'investigational']",small molecule,['L01EX10']
DB00693,DB00693,Fluorescein,OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1,"InChI=1S/C20H12O5/c21-11-5-7-15-17(9-11)24-18-10-12(22)6-8-16(18)20(15)14-4-2-1-3-13(14)19(23)25-20/h1-10,21-22H","['approved', 'investigational']",small molecule,"['S01JA01', 'S01JA51']"
DB01575,DB01575,Kaolin,O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-],"InChI=1S/2Al.O7Si2.2H2O/c;;1-8(2,3)7-9(4,5)6;;/h;;;2*1H2/q2*+3;-6;;",['approved'],small molecule,['A07BC02']
DB00648,DB00648,Mitotane,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl,"InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H","['approved', 'investigational']",small molecule,['L01XX23']
DB01559,DB01559,Clotiazepam,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,"InChI=1S/C16H15ClN2OS/c1-3-10-8-12-15(11-6-4-5-7-13(11)17)18-9-14(20)19(2)16(12)21-10/h4-8H,3,9H2,1-2H3","['approved', 'illicit']",small molecule,['N05BA21']
DB13554,DB13554,Moperone,CC1=CC=C(C=C1)C1(O)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,"InChI=1S/C22H26FNO2/c1-17-4-8-19(9-5-17)22(26)12-15-24(16-13-22)14-2-3-21(25)18-6-10-20(23)11-7-18/h4-11,26H,2-3,12-16H2,1H3",['experimental'],small molecule,['N05AD04']
DB00434,DB00434,Cyproheptadine,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,"InChI=1S/C21H21N/c1-22-14-12-18(13-15-22)21-19-8-4-2-6-16(19)10-11-17-7-3-5-9-20(17)21/h2-11H,12-15H2,1H3","['approved', 'investigational']",small molecule,['R06AX02']
DB04794,DB04794,Bifonazole,C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,"InChI=1S/C22H18N2/c1-3-7-18(8-4-1)19-11-13-21(14-12-19)22(24-16-15-23-17-24)20-9-5-2-6-10-20/h1-17,22H",['approved'],small molecule,"['D01AC10', 'D01AC60']"
DB13837,DB13837,Doxefazepam,OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1F,"InChI=1S/C17H14ClFN2O3/c18-10-5-6-14-12(9-10)15(11-3-1-2-4-13(11)19)20-16(23)17(24)21(14)7-8-22/h1-6,9,16,22-23H,7-8H2",['experimental'],small molecule,['N05CD12']
DB04576,DB04576,Fleroxacin,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O,"InChI=1S/C17H18F3N3O3/c1-21-4-6-22(7-5-21)15-12(19)8-10-14(13(15)20)23(3-2-18)9-11(16(10)24)17(25)26/h8-9H,2-7H2,1H3,(H,25,26)",['experimental'],small molecule,['J01MA08']
DB11575,DB11575,Grazoprevir,COC1=CC2=NC3=C(CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)O3)C(C)(C)C)N=C2C=C1,"InChI=1S/C38H50N6O9S/c1-6-22-19-38(22,35(47)43-54(49,50)25-13-14-25)42-32(45)29-18-24-20-44(29)34(46)31(37(2,3)4)41-36(48)53-30-16-21(30)10-8-7-9-11-27-33(52-24)40-28-17-23(51-5)12-15-26(28)39-27/h6,12,15,17,21-22,24-25,29-31H,1,7-11,13-14,16,18-20H2,2-5H3,(H,41,48)(H,42,45)(H,43,47)/t21-,22-,24-,29+,30-,31-,38-/m1/s1",['approved'],small molecule,"['J05AP11', 'J05AP54']"
DB06282,DB06282,Levocetirizine,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)/t21-/m1/s1","['approved', 'investigational']",small molecule,['R06AE09']
DB09063,DB09063,Ceritinib,CC(C)OC1=C(NC2=NC=C(Cl)C(N2)=NC2=CC=CC=C2S(=O)(=O)C(C)C)C=C(C)C(=C1)C1CCNCC1,"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)","['approved', 'investigational']",small molecule,['L01ED02']
DB11808,DB11808,Faldaprevir,COC1=C(Br)C2=C(C=C1)C(O[C@@H]1C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)N[C@@]1(C[C@H]1C=C)C(O)=O)=CC(=N2)C1=CSC(NC(=O)C(C)C)=N1,"InChI=1S/C40H49BrN6O9S/c1-8-21-17-40(21,36(51)52)46-34(49)27-15-23(18-47(27)35(50)32(39(4,5)6)44-38(53)56-22-11-9-10-12-22)55-29-16-25(26-19-57-37(43-26)45-33(48)20(2)3)42-31-24(29)13-14-28(54-7)30(31)41/h8,13-14,16,19-23,27,32H,1,9-12,15,17-18H2,2-7H3,(H,44,53)(H,46,49)(H,51,52)(H,43,45,48)/t21-,23-,27+,32-,40-/m1/s1",['investigational'],small molecule,['J05AP04']
DB00341,DB00341,Cetirizine,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,"InChI=1S/C21H25ClN2O3/c22-19-8-6-18(7-9-19)21(17-4-2-1-3-5-17)24-12-10-23(11-13-24)14-15-27-16-20(25)26/h1-9,21H,10-16H2,(H,25,26)","['approved', 'investigational']",small molecule,"['S01GX12', 'R06AE07']"
DB13524,DB13524,Propyphenazone,CC(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,"InChI=1S/C14H18N2O/c1-10(2)13-11(3)15(4)16(14(13)17)12-8-6-5-7-9-12/h5-10H,1-4H3",['investigational'],small molecule,"['N02BB74', 'N02BB54', 'N02BB04']"
DB00768,DB00768,Olopatadine,CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2,"InChI=1S/C21H23NO3/c1-22(2)11-5-8-18-17-7-4-3-6-16(17)14-25-20-10-9-15(12-19(18)20)13-21(23)24/h3-4,6-10,12H,5,11,13-14H2,1-2H3,(H,23,24)/b18-8-",['approved'],small molecule,"['S01GX09', 'R01AC08']"
DB01373,DB01373,Calcium,[Ca],InChI=1S/Ca,"['approved', 'investigational', 'nutraceutical']",small molecule,"['M05BB01', 'A11AA02', 'M05BB08', 'A11GB01', 'M05BB02', 'M05BB04', 'M05BB05']"
DB13606,DB13606,Phenazocine,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CCC1=CC=CC=C1,"InChI=1S/C22H27NO/c1-16-21-14-18-8-9-19(24)15-20(18)22(16,2)11-13-23(21)12-10-17-6-4-3-5-7-17/h3-9,15-16,21,24H,10-14H2,1-2H3/t16-,21+,22+/m0/s1",['experimental'],small molecule,['N02AD02']
DB15822,DB15822,Pralsetinib,CO[C@@]1(CC[C@@H](CC1)C1=NC(NC2=NNC(C)=C2)=CC(C)=N1)C(=O)N[C@@H](C)C1=CC=C(N=C1)N1C=C(F)C=N1,"InChI=1S/C27H32FN9O2/c1-16-11-22(33-23-12-17(2)35-36-23)34-25(31-16)19-7-9-27(39-4,10-8-19)26(38)32-18(3)20-5-6-24(29-13-20)37-15-21(28)14-30-37/h5-6,11-15,18-19H,7-10H2,1-4H3,(H,32,38)(H2,31,33,34,35,36)/t18-,19-,27+/m0/s1","['approved', 'investigational']",small molecule,['L01EX23']
DB00742,DB00742,Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1","['approved', 'investigational']",small molecule,"['B05CX04', 'A06AD16', 'R05CB16', 'B05BC01', 'V04CX04']"
DB15569,DB15569,Sotorasib,CC(C)C1=NC=CC(C)=C1N1C(=O)N=C(N2CCN(C[C@@H]2C)C(=O)C=C)C2=CC(F)=C(N=C12)C1=C(O)C=CC=C1F,"InChI=1S/C30H30F2N6O3/c1-6-23(40)36-12-13-37(18(5)15-36)28-19-14-21(32)26(24-20(31)8-7-9-22(24)39)34-29(19)38(30(41)35-28)27-17(4)10-11-33-25(27)16(2)3/h6-11,14,16,18,39H,1,12-13,15H2,2-5H3/t18-/m0/s1","['approved', 'investigational']",small molecule,['L01XX73']
DB13866,DB13866,Etynodiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](O)C=C3CC[C@@]21[H],"InChI=1S/C20H28O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,14-18,21-22H,4-11H2,2H3/t14-,15-,16+,17+,18-,19-,20-/m0/s1",['experimental'],small molecule,"['G03DC06', 'G03FA06', 'G03AA01']"
